1
POLYGON((72964.5721497 55373.8497841,72964.5721497 55411.8497841,72966.5721497 55411.8497841,72966.5721497 55373.8497841,72964.5721497 55373.8497841))
POLYGON((117811.54067 308895.302095,117811.54067 308973.302095,117897.54067 308973.302095,117897.54067 308895.302095,117811.54067 308895.302095))
POLYGON((395233.05209 405148.593519,395233.05209 405188.593519,395267.05209 405188.593519,395267.05209 405148.593519,395233.05209 405148.593519))
POLYGON((217364.649788 199876.354896,217364.649788 199968.354896,217430.649788 199968.354896,217430.649788 199876.354896,217364.649788 199876.354896))
POLYGON((144873.8008 279019.465993,144873.8008 279065.465993,144964.8008 279065.465993,144964.8008 279019.465993,144873.8008 279019.465993))
POLYGON((360083.944131 323733.923194,360083.944131 323773.923194,360118.944131 323773.923194,360118.944131 323733.923194,360083.944131 323733.923194))
POLYGON((71978.2309895 47265.1587794,71978.2309895 47278.1587794,71987.2309895 47278.1587794,71987.2309895 47265.1587794,71978.2309895 47265.1587794))
POLYGON((345625.605771 162388.332494,345625.605771 162421.332494,345662.605771 162421.332494,345662.605771 162388.332494,345625.605771 162388.332494))
POLYGON((133430.815773 439523.55622,133430.815773 439582.55622,133453.815773 439582.55622,133453.815773 439523.55622,133430.815773 439523.55622))
POLYGON((409537.5492 479054.842393,409537.5492 479124.842393,409580.5492 479124.842393,409580.5492 479054.842393,409537.5492 479054.842393))
POLYGON((324454.615495 133189.736557,324454.615495 133262.736557,324506.615495 133262.736557,324506.615495 133189.736557,324454.615495 133189.736557))
POLYGON((184761.962912 248843.890802,184761.962912 248870.890802,184767.962912 248870.890802,184767.962912 248843.890802,184761.962912 248843.890802))
POLYGON((466967.310492 272948.065619,466967.310492 273011.065619,467041.310492 273011.065619,467041.310492 272948.065619,466967.310492 272948.065619))
POLYGON((267705.82548 27843.7185638,267705.82548 27924.7185638,267786.82548 27924.7185638,267786.82548 27843.7185638,267705.82548 27843.7185638))
POLYGON((441166.620486 163075.674176,441166.620486 163165.674176,441183.620486 163165.674176,441183.620486 163075.674176,441166.620486 163075.674176))
POLYGON((178000.833686 494634.806348,178000.833686 494729.806348,178048.833686 494729.806348,178048.833686 494634.806348,178000.833686 494634.806348))
POLYGON((229534.430349 390112.289992,229534.430349 390196.289992,229536.430349 390196.289992,229536.430349 390112.289992,229534.430349 390112.289992))
POLYGON((459866.954078 10062.1772028,459866.954078 10115.1772028,459906.954078 10115.1772028,459906.954078 10062.1772028,459866.954078 10062.1772028))
POLYGON((126543.308655 246639.709629,126543.308655 246659.709629,126565.308655 246659.709629,126565.308655 246639.709629,126543.308655 246639.709629))
POLYGON((351417.145477 205814.804413,351417.145477 205868.804413,351457.145477 205868.804413,351457.145477 205814.804413,351417.145477 205814.804413))
POLYGON((168653.929902 437455.493653,168653.929902 437544.493653,168728.929902 437544.493653,168728.929902 437455.493653,168653.929902 437455.493653))
POLYGON((174467.079638 207272.772669,174467.079638 207305.772669,174486.079638 207305.772669,174486.079638 207272.772669,174467.079638 207272.772669))
POLYGON((134642.36783 268429.234657,134642.36783 268500.234657,134658.36783 268500.234657,134658.36783 268429.234657,134642.36783 268429.234657))
POLYGON((99107.8804058 274725.870429,99107.8804058 274767.870429,99142.8804058 274767.870429,99142.8804058 274725.870429,99107.8804058 274725.870429))
POLYGON((355674.982972 98014.4728575,355674.982972 98036.4728575,355745.982972 98036.4728575,355745.982972 98014.4728575,355674.982972 98014.4728575))
POLYGON((336445.787799 105436.479046,336445.787799 105510.479046,336446.787799 105510.479046,336446.787799 105436.479046,336445.787799 105436.479046))
POLYGON((422423.60695 105223.800164,422423.60695 105277.800164,422468.60695 105277.800164,422468.60695 105223.800164,422423.60695 105223.800164))
POLYGON((103807.595232 201925.059638,103807.595232 202017.059638,103813.595232 202017.059638,103813.595232 201925.059638,103807.595232 201925.059638))
POLYGON((369293.929599 280667.842421,369293.929599 280753.842421,369309.929599 280753.842421,369309.929599 280667.842421,369293.929599 280667.842421))
POLYGON((278866.358239 496501.919574,278866.358239 496531.919574,278890.358239 496531.919574,278890.358239 496501.919574,278866.358239 496501.919574))
POLYGON((436293.622133 11406.5234929,436293.622133 11416.5234929,436337.622133 11416.5234929,436337.622133 11406.5234929,436293.622133 11406.5234929))
POLYGON((113177.155109 152855.208537,113177.155109 152917.208537,113195.155109 152917.208537,113195.155109 152855.208537,113177.155109 152855.208537))
POLYGON((288454.006285 355233.520495,288454.006285 355280.520495,288477.006285 355280.520495,288477.006285 355233.520495,288454.006285 355233.520495))
POLYGON((280198.198231 464983.05419,280198.198231 465072.05419,280272.198231 465072.05419,280272.198231 464983.05419,280198.198231 464983.05419))
POLYGON((6869.32639461 298681.916829,6869.32639461 298683.916829,6911.32639461 298683.916829,6911.32639461 298681.916829,6869.32639461 298681.916829))
POLYGON((420147.2956 87499.5934782,420147.2956 87531.5934782,420162.2956 87531.5934782,420162.2956 87499.5934782,420147.2956 87499.5934782))
POLYGON((148248.496583 210777.876401,148248.496583 210778.876401,148298.496583 210778.876401,148298.496583 210777.876401,148248.496583 210777.876401))
POLYGON((343288.837905 43443.8452517,343288.837905 43537.8452517,343330.837905 43537.8452517,343330.837905 43443.8452517,343288.837905 43443.8452517))
POLYGON((412511.005266 470035.798291,412511.005266 470132.798291,412559.005266 470132.798291,412559.005266 470035.798291,412511.005266 470035.798291))
POLYGON((454198.52936 181691.451231,454198.52936 181716.451231,454270.52936 181716.451231,454270.52936 181691.451231,454198.52936 181691.451231))
POLYGON((344210.19683 178709.549607,344210.19683 178795.549607,344293.19683 178795.549607,344293.19683 178709.549607,344210.19683 178709.549607))
POLYGON((253519.518826 211337.322567,253519.518826 211392.322567,253556.518826 211392.322567,253556.518826 211337.322567,253519.518826 211337.322567))
POLYGON((86081.281294 251623.10258,86081.281294 251666.10258,86114.281294 251666.10258,86114.281294 251623.10258,86081.281294 251623.10258))
POLYGON((389419.091512 417814.308469,389419.091512 417888.308469,389508.091512 417888.308469,389508.091512 417814.308469,389419.091512 417814.308469))
POLYGON((148410.139619 61291.6503588,148410.139619 61319.6503588,148500.139619 61319.6503588,148500.139619 61291.6503588,148410.139619 61291.6503588))
POLYGON((475111.015642 35449.3523446,475111.015642 35500.3523446,475141.015642 35500.3523446,475141.015642 35449.3523446,475111.015642 35449.3523446))
POLYGON((292068.797561 97604.1354459,292068.797561 97692.1354459,292115.797561 97692.1354459,292115.797561 97604.1354459,292068.797561 97604.1354459))
POLYGON((349095.328994 453316.615982,349095.328994 453329.615982,349140.328994 453329.615982,349140.328994 453316.615982,349095.328994 453316.615982))
POLYGON((337897.556664 341454.527424,337897.556664 341523.527424,337976.556664 341523.527424,337976.556664 341454.527424,337897.556664 341454.527424))
POLYGON((133876.629636 117931.305896,133876.629636 117962.305896,133937.629636 117962.305896,133937.629636 117931.305896,133876.629636 117931.305896))
POLYGON((304205.00758 5173.40149892,304205.00758 5224.40149892,304230.00758 5224.40149892,304230.00758 5173.40149892,304205.00758 5173.40149892))
POLYGON((187595.155991 345573.159375,187595.155991 345574.159375,187684.155991 345574.159375,187684.155991 345573.159375,187595.155991 345573.159375))
POLYGON((22134.3529702 66319.9820216,22134.3529702 66371.9820216,22136.3529702 66371.9820216,22136.3529702 66319.9820216,22134.3529702 66319.9820216))
POLYGON((486413.674047 123289.015424,486413.674047 123325.015424,486467.674047 123325.015424,486467.674047 123289.015424,486413.674047 123289.015424))
POLYGON((483743.263837 466876.332127,483743.263837 466937.332127,483803.263837 466937.332127,483803.263837 466876.332127,483743.263837 466876.332127))
POLYGON((98363.1654021 425097.183996,98363.1654021 425181.183996,98447.1654021 425181.183996,98447.1654021 425097.183996,98363.1654021 425097.183996))
POLYGON((23537.3275196 215551.198846,23537.3275196 215600.198846,23552.3275196 215600.198846,23552.3275196 215551.198846,23537.3275196 215551.198846))
POLYGON((335476.3034 390278.23456,335476.3034 390365.23456,335512.3034 390365.23456,335512.3034 390278.23456,335476.3034 390278.23456))
POLYGON((385574.558197 484119.115457,385574.558197 484217.115457,385578.558197 484217.115457,385578.558197 484119.115457,385574.558197 484119.115457))
POLYGON((433390.93928 407224.044149,433390.93928 407278.044149,433398.93928 407278.044149,433398.93928 407224.044149,433390.93928 407224.044149))
POLYGON((452667.595744 250501.806529,452667.595744 250502.806529,452715.595744 250502.806529,452715.595744 250501.806529,452667.595744 250501.806529))
POLYGON((111495.078578 212954.256004,111495.078578 212971.256004,111563.078578 212971.256004,111563.078578 212954.256004,111495.078578 212954.256004))
POLYGON((406435.41599 472903.782069,406435.41599 472933.782069,406473.41599 472933.782069,406473.41599 472903.782069,406435.41599 472903.782069))
POLYGON((232907.533448 216825.795945,232907.533448 216843.795945,233006.533448 216843.795945,233006.533448 216825.795945,232907.533448 216825.795945))
POLYGON((192231.651659 414688.552783,192231.651659 414763.552783,192303.651659 414763.552783,192303.651659 414688.552783,192231.651659 414688.552783))
POLYGON((295735.925276 442144.231622,295735.925276 442178.231622,295808.925276 442178.231622,295808.925276 442144.231622,295735.925276 442144.231622))
POLYGON((364064.680663 102519.839504,364064.680663 102564.839504,364152.680663 102564.839504,364152.680663 102519.839504,364064.680663 102519.839504))
POLYGON((377796.706296 345603.221178,377796.706296 345619.221178,377834.706296 345619.221178,377834.706296 345603.221178,377796.706296 345603.221178))
POLYGON((185986.419334 431518.879472,185986.419334 431602.879472,186054.419334 431602.879472,186054.419334 431518.879472,185986.419334 431518.879472))
POLYGON((475885.307676 479353.835311,475885.307676 479403.835311,475943.307676 479403.835311,475943.307676 479353.835311,475885.307676 479353.835311))
POLYGON((452804.277531 66253.9416262,452804.277531 66306.9416262,452859.277531 66306.9416262,452859.277531 66253.9416262,452804.277531 66253.9416262))
POLYGON((215826.11203 183185.354,215826.11203 183190.354,215835.11203 183190.354,215835.11203 183185.354,215826.11203 183185.354))
POLYGON((375709.626373 363334.869484,375709.626373 363397.869484,375770.626373 363397.869484,375770.626373 363334.869484,375709.626373 363334.869484))
POLYGON((261495.659818 153904.807587,261495.659818 153957.807587,261529.659818 153957.807587,261529.659818 153904.807587,261495.659818 153904.807587))
POLYGON((488464.460019 18405.2973092,488464.460019 18411.2973092,488478.460019 18411.2973092,488478.460019 18405.2973092,488464.460019 18405.2973092))
POLYGON((83662.9833594 113642.357033,83662.9833594 113668.357033,83757.9833594 113668.357033,83757.9833594 113642.357033,83662.9833594 113642.357033))
POLYGON((190881.073589 478735.304408,190881.073589 478789.304408,190948.073589 478789.304408,190948.073589 478735.304408,190881.073589 478735.304408))
POLYGON((351740.738251 201517.438078,351740.738251 201580.438078,351769.738251 201580.438078,351769.738251 201517.438078,351740.738251 201517.438078))
POLYGON((438415.475638 411110.995368,438415.475638 411135.995368,438511.475638 411135.995368,438511.475638 411110.995368,438415.475638 411110.995368))
POLYGON((12829.6455932 184170.048584,12829.6455932 184216.048584,12889.6455932 184216.048584,12889.6455932 184170.048584,12829.6455932 184170.048584))
POLYGON((255323.281339 129709.675182,255323.281339 129806.675182,255340.281339 129806.675182,255340.281339 129709.675182,255323.281339 129709.675182))
POLYGON((212742.829036 80121.5487625,212742.829036 80211.5487625,212796.829036 80211.5487625,212796.829036 80121.5487625,212742.829036 80121.5487625))
POLYGON((302400.326853 458383.167009,302400.326853 458408.167009,302471.326853 458408.167009,302471.326853 458383.167009,302400.326853 458383.167009))
POLYGON((201306.833472 176929.527586,201306.833472 176941.527586,201391.833472 176941.527586,201391.833472 176929.527586,201306.833472 176929.527586))
POLYGON((416457.410351 71142.1566723,416457.410351 71196.1566723,416514.410351 71196.1566723,416514.410351 71142.1566723,416457.410351 71142.1566723))
POLYGON((436582.827429 212188.348139,436582.827429 212274.348139,436627.827429 212274.348139,436627.827429 212188.348139,436582.827429 212188.348139))
POLYGON((98936.7768094 207321.421237,98936.7768094 207344.421237,98950.7768094 207344.421237,98950.7768094 207321.421237,98936.7768094 207321.421237))
POLYGON((374547.148767 315461.391857,374547.148767 315486.391857,374551.148767 315486.391857,374551.148767 315461.391857,374547.148767 315461.391857))
POLYGON((474797.629562 489965.546547,474797.629562 490054.546547,474799.629562 490054.546547,474799.629562 489965.546547,474797.629562 489965.546547))
POLYGON((244225.788347 432225.516251,244225.788347 432304.516251,244290.788347 432304.516251,244290.788347 432225.516251,244225.788347 432225.516251))
POLYGON((105482.705356 448502.627007,105482.705356 448550.627007,105537.705356 448550.627007,105537.705356 448502.627007,105482.705356 448502.627007))
POLYGON((28195.2581483 467667.758263,28195.2581483 467676.758263,28274.2581483 467676.758263,28274.2581483 467667.758263,28195.2581483 467667.758263))
POLYGON((33961.1893651 188753.898216,33961.1893651 188828.898216,34019.1893651 188828.898216,34019.1893651 188753.898216,33961.1893651 188753.898216))
POLYGON((219750.777284 288213.61255,219750.777284 288311.61255,219837.777284 288311.61255,219837.777284 288213.61255,219750.777284 288213.61255))
POLYGON((450960.246053 322830.161592,450960.246053 322927.161592,451014.246053 322927.161592,451014.246053 322830.161592,450960.246053 322830.161592))
POLYGON((49537.6327609 335988.186725,49537.6327609 336056.186725,49609.6327609 336056.186725,49609.6327609 335988.186725,49537.6327609 335988.186725))
POLYGON((424175.901981 394988.782426,424175.901981 395024.782426,424181.901981 395024.782426,424181.901981 394988.782426,424175.901981 394988.782426))
POLYGON((291149.612991 496444.501708,291149.612991 496462.501708,291187.612991 496462.501708,291187.612991 496444.501708,291149.612991 496444.501708))
POLYGON((292153.641585 418483.117823,292153.641585 418503.117823,292214.641585 418503.117823,292214.641585 418483.117823,292153.641585 418483.117823))
POLYGON((407724.856005 81375.7816908,407724.856005 81433.7816908,407747.856005 81433.7816908,407747.856005 81375.7816908,407724.856005 81375.7816908))
POLYGON((377400.518045 352543.867976,377400.518045 352598.867976,377417.518045 352598.867976,377417.518045 352543.867976,377400.518045 352543.867976))
